product_id,product_name,brand,category,sub_type,therapeutic_area,is_generic,mrp,cost_price,margin_pct,requires_prescription,is_scheduled
P-00973,Stayfree Sanitizer 418,Stayfree,FMCG,Sanitizer,,False,131.57,102.93,21.8,False,False
P-00974,Dettol Sanitary Pad 825,Dettol,FMCG,Sanitary Pad,,False,77.78,64.66,16.9,False,False
P-00975,Lifebuoy Sanitary Pad 627,Lifebuoy,FMCG,Sanitary Pad,,False,110.62,93.66,15.3,False,False
P-00976,Pampers Hand Wash 389,Pampers,FMCG,Hand Wash,,False,66.59,56.57,15.0,False,False
P-00977,Whisper Hand Wash 26,Whisper,FMCG,Hand Wash,,False,95.67,77.03,19.5,False,False
P-00978,Lifebuoy Tissue 488,Lifebuoy,FMCG,Tissue,,False,192.13,154.15,19.8,False,False
P-00979,Savlon Tissue 54,Savlon,FMCG,Tissue,,False,79.43,64.78,18.4,False,False
P-00980,Band-Aid Sanitizer 565,Band-Aid,FMCG,Sanitizer,,False,89.91,75.1,16.5,False,False
P-00981,Huggies Hand Wash 863,Huggies,FMCG,Hand Wash,,False,38.07,29.86,21.6,False,False
P-00982,Band-Aid Sanitizer 341,Band-Aid,FMCG,Sanitizer,,False,61.96,52.35,15.5,False,False
P-00983,Colgate Tissue 609,Colgate,FMCG,Tissue,,False,117.88,99.46,15.6,False,False
P-00984,Colgate Soap 334,Colgate,FMCG,Soap,,False,75.49,63.04,16.5,False,False
P-00985,Band-Aid Bandage 525,Band-Aid,FMCG,Bandage,,False,67.17,55.26,17.7,False,False
P-00986,Stayfree Sanitizer 878,Stayfree,FMCG,Sanitizer,,False,48.41,38.44,20.6,False,False
P-00987,Stayfree Sanitary Pad 470,Stayfree,FMCG,Sanitary Pad,,False,46.2,37.87,18.0,False,False
P-00988,Lifebuoy Sanitary Pad 753,Lifebuoy,FMCG,Sanitary Pad,,False,59.98,48.1,19.8,False,False
P-00989,Colgate Sanitizer 483,Colgate,FMCG,Sanitizer,,False,63.44,53.14,16.2,False,False
P-00990,Huggies Tissue 453,Huggies,FMCG,Tissue,,False,128.26,101.28,21.0,False,False
P-00991,Band-Aid Cotton 66,Band-Aid,FMCG,Cotton,,False,159.17,130.19,18.2,False,False
P-00992,Stayfree Sanitary Pad 182,Stayfree,FMCG,Sanitary Pad,,False,313.95,254.37,19.0,False,False
P-00993,Savlon Sanitizer 126,Savlon,FMCG,Sanitizer,,False,96.07,76.8,20.1,False,False
P-00994,Stayfree Wipes 171,Stayfree,FMCG,Wipes,,False,38.3,30.86,19.4,False,False
P-00995,Savlon Cotton 79,Savlon,FMCG,Cotton,,False,87.88,72.87,17.1,False,False
P-00996,Moov Soap 955,Moov,FMCG,Soap,,False,72.06,59.62,17.3,False,False
P-00997,Moov Tissue 928,Moov,FMCG,Tissue,,False,73.4,61.55,16.1,False,False
P-00998,Huggies Sanitary Pad 223,Huggies,FMCG,Sanitary Pad,,False,35.98,28.55,20.7,False,False
P-00999,Lifebuoy Bandage 58,Lifebuoy,FMCG,Bandage,,False,68.99,56.23,18.5,False,False
P-01000,Lifebuoy Toothpaste 248,Lifebuoy,FMCG,Toothpaste,,False,86.87,71.05,18.2,False,False
